cid,countyName,predict,truePoverty,error
0500000US55053,Jackson County Wisconsin,20.93414891,13,-7.934148908
0500000US46025,Clark County South Dakota,112.1920124,13.3,-98.89201243
0500000US51820,Waynesboro city Virginia,29.85128468,17.4,-12.45128468
0500000US51049,Cumberland County Virginia,-64.97532389,21.8,86.77532389
0500000US02230,Skagway Municipality Alaska,19.73592346,5.6,-14.13592346
0500000US30041,Hill County Montana,43.06952913,21.2,-21.86952913
0500000US08043,Fremont County Colorado,-18.30867171,15.8,34.10867171
0500000US28033,DeSoto County Mississippi,-18.92070692,9.8,28.72070692
0500000US05099,Nevada County Arkansas,-109.9154578,23,132.9154578
0500000US51033,Caroline County Virginia,-2.090779913,11.9,13.99077991
0500000US54107,Wood County West Virginia,2989.733996,16.9,-2972.833996
0500000US13149,Heard County Georgia,-5.447765327,17.4,22.84776533
0500000US29213,Taney County Missouri,10.98572869,17.1,6.114271313
0500000US47185,White County Tennessee,-14.82244801,17.6,32.42244801
0500000US02060,Bristol Bay Borough Alaska,21.95426906,7.1,-14.85426906
0500000US18099,Marshall County Indiana,-1.886341006,11.5,13.38634101
0500000US20067,Grant County Kansas,11.35733859,10,-1.357338587
0500000US13127,Glynn County Georgia,64.93056216,19.2,-45.73056216
0500000US17095,Knox County Illinois,-2.898070767,18.1,20.99807077
0500000US48215,Hidalgo County Texas,-124.2464748,31.8,156.0464748
0500000US48087,Collingsworth County Texas,16.87393482,15,-1.873934818
0500000US31015,Boyd County Nebraska,1.183112014,9.8,8.616887986
0500000US48017,Bailey County Texas,35.58576661,22.3,-13.28576661
0500000US42063,Indiana County Pennsylvania,10.45242812,16.6,6.147571885
0500000US37113,Macon County North Carolina,58.84449441,17.7,-41.14449441
0500000US51175,Southampton County Virginia,29.96365044,11.7,-18.26365044
0500000US27035,Crow Wing County Minnesota,-6.948085847,9.6,16.54808585
0500000US29151,Osage County Missouri,-1.842647872,6.8,8.642647872
0500000US19145,Page County Iowa,1.002780248,13.6,12.59721975
0500000US47073,Hawkins County Tennessee,66.97944559,19.3,-47.67944559
0500000US25025,Suffolk County Massachusetts,41.34542538,19.6,-21.74542538
0500000US20095,Kingman County Kansas,22.56324045,7.6,-14.96324045
0500000US27123,Ramsey County Minnesota,-13.12076245,15,28.12076245
0500000US06031,Kings County California,52.03293904,20.9,-31.13293904
0500000US37137,Pamlico County North Carolina,-41.36245209,15.1,56.46245209
0500000US09007,Middlesex County Connecticut,-16.14555238,7.2,23.34555238
0500000US39049,Franklin County Ohio,23.77262958,16.7,-7.07262958
0500000US24043,Washington County Maryland,1.129050498,12.8,11.6709495
0500000US28143,Tunica County Mississippi,-20.08914092,27,47.08914092
0500000US19153,Polk County Iowa,12.09895588,11.7,-0.398955876
0500000US55137,Waushara County Wisconsin,-28.90973312,11.1,40.00973312
0500000US46125,Turner County South Dakota,-255.9528844,10.6,266.5528844
0500000US30091,Sheridan County Montana,0.786743022,12.2,11.41325698
0500000US21135,Lewis County Kentucky,1.009332044,26.1,25.09066796
0500000US13281,Towns County Georgia,144.327489,14.7,-129.627489
0500000US22113,Vermilion Parish Louisiana,7396.984824,17.9,-7379.084824
0500000US13073,Columbia County Georgia,4.324911267,8.6,4.275088733
0500000US19007,Appanoose County Iowa,5.909454047,17.1,11.19054595
0500000US31025,Cass County Nebraska,-86.03284257,6.3,92.33284257
0500000US46035,Davison County South Dakota,-0.775429097,12.6,13.3754291
0500000US13131,Grady County Georgia,-68.88117901,25.4,94.28117901
0500000US51051,Dickenson County Virginia,99.30538497,23,-76.30538497
0500000US36113,Warren County New York,-48.14441708,9.9,58.04441708
0500000US48361,Orange County Texas,-5.282032266,14.2,19.48203227
0500000US17031,Cook County Illinois,26.4398908,15.9,-10.5398908
0500000US08103,Rio Blanco County Colorado,-11.47909015,11.8,23.27909015
0500000US22011,Beauregard Parish Louisiana,-0.13744058,17.3,17.43744058
0500000US16011,Bingham County Idaho,22.76240892,13.1,-9.662408916
0500000US29179,Reynolds County Missouri,-37.00445936,17.3,54.30445936
0500000US45051,Horry County South Carolina,-106.5764514,17,123.5764514
0500000US26159,Van Buren County Michigan,33.25932326,15.8,-17.45932326
0500000US18081,Johnson County Indiana,2.49688836,9.4,6.90311164
0500000US30057,Madison County Montana,17.6902492,10.6,-7.090249195
0500000US38011,Bowman County North Dakota,14.55136658,8.5,-6.051366582
0500000US27007,Beltrami County Minnesota,19.09120447,19,-0.091204469
0500000US36091,Saratoga County New York,16.15323832,6.6,-9.553238319
0500000US48027,Bell County Texas,35.07159082,14.3,-20.77159082
0500000US48475,Ward County Texas,3.908109833,11.6,7.691890167
0500000US29065,Dent County Missouri,42.27132224,20.8,-21.47132224
0500000US10001,Kent County Delaware,15.40209525,13,-2.402095252
0500000US42077,Lehigh County Pennsylvania,-117.7103627,13.3,131.0103627
0500000US51087,Henrico County Virginia,3.384165786,10.4,7.015834214
0500000US40047,Garfield County Oklahoma,8.173873248,13.6,5.426126752
0500000US19097,Jackson County Iowa,52.78333916,12,-40.78333916
0500000US51147,Prince Edward County Virginia,37.50090718,21.4,-16.10090718
0500000US46081,Lawrence County South Dakota,12.61527783,12.4,-0.21527783
0500000US18165,Vermillion County Indiana,21.91065205,13.4,-8.510652052
0500000US48395,Robertson County Texas,56.15690547,15.2,-40.95690547
0500000US37165,Scotland County North Carolina,15.09546464,29.8,14.70453536
0500000US21167,Mercer County Kentucky,102.2934604,16.7,-85.59346043
0500000US20151,Pratt County Kansas,15.00616946,10.9,-4.106169458
0500000US27083,Lyon County Minnesota,24.28341783,13.7,-10.58341783
0500000US42117,Tioga County Pennsylvania,12.68206356,13.4,0.717936445
0500000US16085,Valley County Idaho,95.5055,10.4,-85.1055
0500000US48075,Childress County Texas,19.7563635,19.6,-0.156363498
0500000US47121,Meigs County Tennessee,-289.7337732,16.6,306.3337732
0500000US38095,Towner County North Dakota,19.20786182,12.4,-6.807861817
0500000US51510,Alexandria city Virginia,-10.68126672,10.5,21.18126672
0500000US20001,Allen County Kansas,-36.93365959,14.2,51.13365959
0500000US48481,Wharton County Texas,17.32086372,17.5,0.17913628
0500000US05135,Sharp County Arkansas,-57.84446778,23.3,81.14446778
0500000US31077,Greeley County Nebraska,176.466034,9.8,-166.666034
0500000US37071,Gaston County North Carolina,-0.320206898,16.5,16.8202069
0500000US30103,Treasure County Montana,-0.322030804,17,17.3220308
0500000US18137,Ripley County Indiana,5.514540827,10.5,4.985459173
0500000US12053,Hernando County Florida,53.60756395,14.3,-39.30756395
0500000US28025,Clay County Mississippi,18.78457841,26.6,7.815421592
0500000US13235,Pulaski County Georgia,9.2996455,21.8,12.5003545
0500000US08025,Crowley County Colorado,30.58786361,24.6,-5.987863606
0500000US49055,Wayne County Utah,21.16589225,9.2,-11.96589225
0500000US41017,Deschutes County Oregon,2.217700052,12.1,9.882299948
0500000US56019,Johnson County Wyoming,11.01050071,9.9,-1.110500706
0500000US53003,Asotin County Washington,8.607753082,13.5,4.892246918
0500000US26137,Otsego County Michigan,-10.20981325,14.9,25.10981325
0500000US56031,Platte County Wyoming,-174.8449815,10.5,185.3449815
0500000US20205,Wilson County Kansas,30.45501279,16.8,-13.65501279
0500000US19067,Floyd County Iowa,-7.269653681,15.6,22.86965368
0500000US46099,Minnehaha County South Dakota,-22.42740456,11,33.42740456
0500000US47015,Cannon County Tennessee,-91.41491849,17,108.4149185
0500000US35055,Taos County New Mexico,-76.16436272,21.3,97.46436272
0500000US06053,Monterey County California,11.04573007,14.7,3.654269932
0500000US42061,Huntingdon County Pennsylvania,9.924839552,13.6,3.675160448
0500000US05123,St. Francis County Arkansas,19.30804245,27.5,8.191957551
0500000US40089,McCurtain County Oklahoma,-73.78567976,23.6,97.38567976
0500000US16077,Power County Idaho,13.33967339,11.6,-1.739673389
0500000US49045,Tooele County Utah,-12.94953688,6.9,19.84953688
0500000US28155,Webster County Mississippi,22.48839422,25.3,2.811605778
0500000US18157,Tippecanoe County Indiana,26.91169816,20.9,-6.011698164
0500000US55101,Racine County Wisconsin,5.435074305,11.9,6.464925695
0500000US47145,Roane County Tennessee,5.007754843,15.4,10.39224516
0500000US20065,Graham County Kansas,32.01676475,12.3,-19.71676475
0500000US13069,Coffee County Georgia,18.8930139,23.9,5.006986102
0500000US55051,Iron County Wisconsin,-8.654770606,15.2,23.85477061
0500000US48239,Jackson County Texas,26.49125625,13.7,-12.79125625
0500000US19147,Palo Alto County Iowa,8.621650683,7.1,-1.521650683
0500000US31111,Lincoln County Nebraska,25.48397265,12.6,-12.88397265
0500000US45049,Hampton County South Carolina,233.0786185,18.4,-214.6786185
0500000US29153,Ozark County Missouri,41.86700073,27.6,-14.26700073
0500000US36105,Sullivan County New York,42.80158636,15.9,-26.90158636
0500000US45023,Chester County South Carolina,6.489986554,21.8,15.31001345
0500000US53027,Grays Harbor County Washington,-34.56178674,16,50.56178674
0500000US29139,Montgomery County Missouri,-25.51437645,16.1,41.61437645
0500000US54105,Wirt County West Virginia,-9.728908669,21.2,30.92890867
0500000US40053,Grant County Oklahoma,33.18269824,9.6,-23.58269824
0500000US48385,Real County Texas,-8.639705925,20.2,28.83970593
0500000US20149,Pottawatomie County Kansas,21.45418589,9.7,-11.75418589
0500000US48113,Dallas County Texas,0.392714381,17.7,17.30728562
0500000US47139,Polk County Tennessee,12.85772864,17,4.142271361
0500000US37185,Warren County North Carolina,-6.950664793,22.3,29.25066479
0500000US13223,Paulding County Georgia,18.85516608,9.7,-9.155166079
0500000US21095,Harlan County Kentucky,-97.24572649,35.6,132.8457265
0500000US34001,Atlantic County New Jersey,43.44332953,15.3,-28.14332953
0500000US54079,Putnam County West Virginia,14.89690047,9.3,-5.596900474
0500000US19129,Mills County Iowa,11.8748977,9.1,-2.774897699
0500000US39037,Darke County Ohio,24.40266864,11.6,-12.80266864
0500000US29045,Clark County Missouri,17.48461587,15.3,-2.184615868
0500000US26067,Ionia County Michigan,27.07727698,13.1,-13.97727698
0500000US25015,Hampshire County Massachusetts,39.01546081,13.8,-25.21546081
0500000US19039,Clarke County Iowa,24.37520524,15.4,-8.975205237
0500000US46023,Charles Mix County South Dakota,101.489546,21.4,-80.08954599
0500000US30089,Sanders County Montana,28.85923211,21.2,-7.659232107
0500000US13129,Gordon County Georgia,38.51979643,18.8,-19.71979643
0500000US48319,Mason County Texas,8.087456443,12.6,4.512543557
0500000US17191,Wayne County Illinois,-3.320384278,15.8,19.12038428
0500000US12035,Flagler County Florida,19.8362503,13.3,-6.536250299
0500000US37111,McDowell County North Carolina,-1.342642277,19.3,20.64264228
0500000US51177,Spotsylvania County Virginia,-7.870912813,8,15.87091281
0500000US42103,Pike County Pennsylvania,-49.66304679,9.9,59.56304679
0500000US51760,Richmond city Virginia,-18.2546822,25.2,43.4546822
0500000US21151,Madison County Kentucky,36.40714609,19.5,-16.90714609
0500000US08119,Teller County Colorado,2.410216617,7.5,5.089783383
0500000US12125,Union County Florida,40.88333765,21.4,-19.48333765
0500000US01111,Randolph County Alabama,76.66351962,18.7,-57.96351962
0500000US28035,Forrest County Mississippi,30.29539894,26.3,-3.995398942
0500000US18051,Gibson County Indiana,13.34373898,10.7,-2.643738983
0500000US53075,Whitman County Washington,35.40161394,27.5,-7.901613938
0500000US50007,Chittenden County Vermont,19.16908685,11.3,-7.86908685
0500000US27137,St. Louis County Minnesota,0.609749905,15.4,14.79025009
0500000US31017,Brown County Nebraska,15.06733624,16,0.932663764
0500000US08041,El Paso County Colorado,-3.336919805,11.1,14.43691981
0500000US32510,Carson City Nevada,-144.9671277,14.7,159.6671277
0500000US47183,Weakley County Tennessee,-12.68310788,20.5,33.18310788
0500000US29211,Sullivan County Missouri,-15.17414426,15.9,31.07414426
0500000US38009,Bottineau County North Dakota,2.983823506,8.6,5.616176494
0500000US36089,St. Lawrence County New York,83.64431623,19.4,-64.24431623
0500000US21213,Simpson County Kentucky,28.44331026,17.4,-11.04331026
0500000US51159,Richmond County Virginia,-131.7755667,17.4,149.1755667
0500000US38063,Nelson County North Dakota,21.44035571,8.4,-13.04035571
0500000US21053,Clinton County Kentucky,32.00330638,20,-12.00330638
0500000US48011,Armstrong County Texas,2.967786403,7.5,4.532213597
0500000US48499,Wood County Texas,16.01430211,13.3,-2.714302106
0500000US31087,Hitchcock County Nebraska,-41.31864237,14.2,55.51864237
0500000US29163,Pike County Missouri,-3.925225065,15.1,19.02522506
0500000US41061,Union County Oregon,50.68692874,17.4,-33.28692874
0500000US26141,Presque Isle County Michigan,28.46394387,14.9,-13.56394387
0500000US51125,Nelson County Virginia,-25.60345369,14.9,40.50345369
0500000US13299,Ware County Georgia,33.30785865,24.8,-8.507858651
0500000US22007,Assumption Parish Louisiana,26.18601431,15.7,-10.48601431
0500000US17097,Lake County Illinois,0.73622903,8.5,7.76377097
0500000US48085,Collin County Texas,-58.66661765,6.9,65.56661765
0500000US37013,Beaufort County North Carolina,16.5291627,19.1,2.570837297
0500000US30043,Jefferson County Montana,2.597042816,9.9,7.302957184
0500000US27037,Dakota County Minnesota,-7.754691394,6.9,14.65469139
0500000US39103,Medina County Ohio,29.0314869,6.2,-22.8314869
0500000US47071,Hardin County Tennessee,-73.33045285,21.5,94.83045285
0500000US25027,Worcester County Massachusetts,19.81891929,11.1,-8.718919285
0500000US51580,Covington city Virginia,14.35904872,19.9,5.540951283
0500000US20093,Kearny County Kansas,142.0030283,13.2,-128.8030283
0500000US27121,Pope County Minnesota,-4.173189797,7.9,12.0731898
0500000US26059,Hillsdale County Michigan,-15.07439732,17,32.07439732
0500000US37139,Pasquotank County North Carolina,-21.07345051,18.1,39.17345051
0500000US09009,New Haven County Connecticut,32.70420392,12.1,-20.60420392
0500000US28145,Union County Mississippi,-178.9653949,18.2,197.1653949
0500000US18167,Vigo County Indiana,3746.830823,19.9,-3726.930823
0500000US46083,Lincoln County South Dakota,8.967947022,3,-5.967947022
0500000US48073,Cherokee County Texas,44.11823938,18.7,-25.41823938
0500000US30097,Sweet Grass County Montana,79.20184365,10.4,-68.80184365
0500000US20189,Stevens County Kansas,-0.119310053,16.8,16.91931005
0500000US01099,Monroe County Alabama,40.20381589,33.7,-6.503815889
0500000US06033,Lake County California,7.081788655,22.8,15.71821134
0500000US13071,Colquitt County Georgia,-6.286803877,25.4,31.68680388
0500000US19001,Adair County Iowa,7.506828407,9.5,1.993171593
0500000US55029,Door County Wisconsin,153.8834853,8.4,-145.4834853
0500000US46037,Day County South Dakota,-324.024855,16.5,340.524855
0500000US48201,Harris County Texas,51.20371217,16.8,-34.40371217
0500000US35037,Quay County New Mexico,91.84636386,21.6,-70.24636386
0500000US17089,Kane County Illinois,-17.87453161,10.4,28.27453161
0500000US48459,Upshur County Texas,148.9992485,13.8,-135.1992485
0500000US56029,Park County Wyoming,17.67601628,7,-10.67601628
0500000US05023,Cleburne County Arkansas,42.87349557,15.4,-27.47349557
0500000US13283,Treutlen County Georgia,66.49793763,21,-45.49793763
0500000US26083,Keweenaw County Michigan,29.66922138,14.5,-15.16922138
0500000US16017,Bonner County Idaho,-2431.028102,14,2445.028102
0500000US33001,Belknap County New Hampshire,12.35465362,9.1,-3.254653624
0500000US51023,Botetourt County Virginia,-1288.701503,7.7,1296.401503
0500000US30055,McCone County Montana,-1.25317338,7.7,8.95317338
0500000US38017,Cass County North Dakota,91.76873962,11.2,-80.56873962
0500000US27001,Aitkin County Minnesota,16.16269282,12.1,-4.062692823
0500000US36093,Schenectady County New York,-26.95268195,12.4,39.35268195
0500000US45057,Lancaster County South Carolina,14.77320443,15.5,0.726795568
0500000US17189,Washington County Illinois,6.11459158,9.7,3.58540842
0500000US22013,Bienville Parish Louisiana,40.05723249,25.3,-14.75723249
0500000US21065,Estill County Kentucky,154.489754,30.4,-124.089754
0500000US40045,Ellis County Oklahoma,3.646720505,17.2,13.55327949
0500000US19095,Iowa County Iowa,-2.748804425,9.8,12.54880442
0500000US54039,Kanawha County West Virginia,21.91545983,16.5,-5.415459826
0500000US37085,Harnett County North Carolina,92.70610583,18,-74.70610583
0500000US48393,Roberts County Texas,2.234451342,3.3,1.065548658
0500000US37163,Sampson County North Carolina,-6.425323927,24.3,30.72532393
0500000US51141,Patrick County Virginia,4.954645625,20.2,15.24535438
0500000US48125,Dickens County Texas,779.4709953,16.6,-762.8709953
0500000US42115,Susquehanna County Pennsylvania,26.56675668,13,-13.56675668
0500000US18135,Randolph County Indiana,23.12990417,17,-6.129904166
0500000US19151,Pocahontas County Iowa,21.23554686,13.2,-8.035546863
0500000US47123,Monroe County Tennessee,40.57829917,20.4,-20.17829917
0500000US39015,Brown County Ohio,17.20815497,17.8,0.591845025
0500000US13237,Putnam County Georgia,0.010748822,16.2,16.18925118
0500000US17037,DeKalb County Illinois,39.25637355,18.1,-21.15637355
0500000US20003,Anderson County Kansas,37.17916046,13.6,-23.57916046
0500000US48367,Parker County Texas,8.356675806,9.2,0.843324194
